PC1,PC2,PC3,PC4,PC5,PC6
-479.64293628943824,-495.47317570504686,-183.1754001076818,-1.5614046855314427,90.27658285220934,5.819911421755781
-453.2344615444558,-453.2855111302912,-204.40568290341224,32.94375776463835,72.45670806295472,11.255681009040108
-448.4799848014429,-465.8092595424513,-171.16906257225202,39.786916870730806,70.08258962915437,-0.322067489744736
-438.5843768203039,-453.97560027619244,-169.2186806437065,19.037072200408716,50.704567962340356,-17.72649031974175
-499.357705952903,-508.5192640867913,-209.73065069387073,17.07164373133955,81.46409467217067,-9.3410684680278
-503.1440839654049,-509.77214143974834,-217.1568550694811,28.96355248269154,68.56866871548485,-14.056892583859648
-500.17763850959335,-499.60359322426365,-218.00506016005008,26.298126086957325,69.32319123564714,6.144611294566201
-461.08835508404235,-458.6599437121429,-208.7168610997739,22.733043927931845,69.85214898517492,-6.586244107645378
-446.0254786042319,-452.37856519321736,-190.48761870469025,39.510504854850495,76.30847416309756,14.685021995862506
-485.1049824358631,-503.63704392091347,-183.73135973532126,21.07330211931219,52.19225551155039,-4.771186769824505
-469.4753148076056,-470.9394103159032,-213.75264321172742,-2.3739652192320477,70.92695383072108,-10.728550064675995
-493.7997820506359,-499.8002614293291,-213.49252833922662,-22.71727262545744,43.4897643552671,-35.22207133985027
-517.5648633325529,-535.2636375362814,-204.3089150252887,-30.686381313733705,43.70057504206035,-28.997739630586512
-480.00908125061096,-490.11732810266267,-199.42031247849687,40.35569822965414,75.07920907046768,-11.349254065417533
-465.60458953646616,-488.3869181186052,-170.11273870576295,21.84964925927889,53.02361571029222,-6.44323858927071
-442.71934767828554,-452.9692881781814,-175.42618095569628,15.290316659128678,62.16094759201714,5.538331749241401
-434.12762648849264,-446.99257567239806,-168.04570914393537,0.7598530262637837,65.03142597499296,19.07817004373821
-446.0796725016129,-465.2106511858385,-164.78599691158487,-6.444318763224999,61.772540871370346,-0.639895838899109
-462.4627912593752,-479.08936503630156,-172.49329046288597,33.54165112656929,61.44415168987929,-2.990064086282924
-484.9676150889637,-490.55680332074553,-197.73522424682378,-4.742733428212063,91.45792611526558,-8.68464020875726
-435.9813993686447,-438.9068054715742,-188.06080435109266,29.03771271366523,57.60074165635169,5.228793515420957
-449.63967476979997,-464.4354457871052,-177.89150052903,40.718608532421655,64.87669030184489,5.995807952577675
-477.0766670746756,-499.7939441857502,-168.84849470744223,42.08489314928394,43.17987139790351,2.276554366173041
-482.08863458114996,-487.6357847614953,-206.71349143766685,-2.0787538099868073,45.38232114435712,-14.186380639741724
-504.9060637231534,-519.3792143138505,-200.32619917159985,-20.30348111243873,40.80348663609843,-20.061118485211946
-526.360523450361,-547.5051941842346,-195.95220456969554,-38.92548427884344,40.632394220958375,-33.817495673706944
-468.8002973483916,-485.7228189941381,-175.4620919438854,10.086563886589403,61.5141619417346,12.603889503440778
-462.58153713617935,-475.76029043201515,-174.61705775106554,37.91467651345937,70.33147548013206,26.477984482396877
-465.05909361171416,-483.5534208680923,-172.368994819625,55.64339391304753,87.56510845606556,9.535377519899171
-447.501691147593,-463.46683938017543,-174.29427079652186,51.872726487702664,79.10608916019865,5.379661245880786
-445.1325714295916,-459.8898400236151,-162.7782017880378,34.537492054719195,75.20063449485082,21.500566192843063
-471.80848438779776,-490.92029852376015,-166.40576802861156,4.858708525406598,52.39324205635293,25.909681974782927
-460.048855389109,-466.8199767057142,-196.68805149909872,24.95607351676776,33.4677938490977,-11.308914184452354
-474.343242631295,-480.33403248731895,-207.25862576952431,39.511786806389296,76.20893362970769,0.7936071550592754
-469.02068133418464,-473.75215265663184,-204.9780064792367,9.971549679216253,69.53478639213529,-5.9031819168934785
